companies.name,companies.category_code,companies.description,companies.founded_year,companies.number_of_employees,companies.total_money_raised,city,description,address1,address2,longitude,country_code,latitude,state_code,zip_code
Furnishly,ecommerce,the local furniture marketplace,2012.0,2.0,$0,Chicago,,,,,USA,,IL,
Fuzzy Math,consulting,User Experience Design,2009.0,9.0,$0,Chicago,,1440 N. Dayton,Suite 307,,USA,,IL,60642
Fuzzy Math,consulting,User Experience Design,2009.0,9.0,$0,Chicago,Fuzzy Math,1440 N. Dayton,Suite 307,,USA,,IL,60642
FYIndOut,enterprise,Business Service Marketplace,2007.0,2.0,$0,Chicago,,3228 N Kenmore,Suite 3,-87.655648,USA,41.940768,IL,60657
G2 SwitchWorks,software,travel distribution solutions,2004.0,,$0,Chicago,HQ,233 South Wacker Drive,Suite 3960,,USA,,IL,60606
Gaelectric,cleantech,,2004.0,,â‚¬90M,Chicago,USA Chicago Office,"233 North Michigan Ave,","Suite 1820,",,USA,,IL,60601
GameCards.com,games_video,Prepaid Game Cards,2009.0,,$0,Chicago,,333 North Michigan Ave.,,,USA,,IL,60601
Garage Door Chicago,other,Garage Door Repair/Replacement,,,$0,Chicago,Garage Door Chicago,2136 West Division Street,,-87.681225,USA,41.903432,IL,60622
Garage Doors Service Chicago,other,Garage Door Repair,,,$0,Chicago,Garage  Service Chicago,4950 N Marine Dr,,-87.65134499999999,USA,41.972918,IL,60640
GasBuddy,web,Gas Price Tracker,1999.0,,$4k,Chicago,Media Relations Office,,,,USA,,IL,60601
Gate,web,Web Hosting,,,$0,Chicago,Gate,00 N Riverside Plz,Ste 800,,USA,,IL,60606
Gaxsys US,ecommerce,eCommerce Exchange,2011.0,4.0,$0,Chicago,United States Office,321 N Clark,Suite 500,,USA,,IL,60654
GC Marshall,consulting,,2008.0,1.0,$0,Chicago,,"222 S. Riverside,",,-87.6385324,USA,41.8790291,IL,60606-5808
gDine,hospitality,Group Dining Made Easy,2010.0,10.0,$625k,Chicago,Operations Headquarters,688 North Milwaukee,Suite 204,,USA,,IL,60642
Geckotech,network_hosting,,,,$0,Chicago,,300 N Elizabeth ST,STE 510-C,,USA,,IL,60607
GeekExtreme.com,web,Tech News Portal,1999.0,6.0,$0,Chicago,World headquarters,4113 N Cicero Avenue,,,USA,,IL,60641
GeeYee,analytics,Social Media Analysis,2007.0,,$103k,Chicago,,200 S. Wacker Drive,15th Floor,,USA,,IL,60606
General System Dynamics,enterprise,Data Storage Products and Services,2008.0,,$0,Chicago,Headquarters,910 South Michigan Ave.,Suite 2007,,USA,,IL,60605
GeneXus,software,Cross-Platform Development Tool,1988.0,400.0,$0,Chicago,Chicago Offices,400 N. Michigan Ave.,Suite 1600,,USA,,IL,60611
GeoPollster,games_video,Location-based news games,2010.0,2.0,$0,Chicago,1871: GeoPollster,222 Merchandise Mart,Suite 1212,-87.63651309999999,USA,41.8883776,IL,60654
Get Bliss Kit,web,Makeup and beauty discovery service,2011.0,3.0,$0,Chicago,Headquarters,,,,USA,,IL,60607
Get Fresh Kit,web,Curated skincare and grooming for men,2011.0,3.0,$0,Chicago,Headquarters,,,,USA,,IL,60607
GetAFive,education,Video-based AP test prep,2012.0,2.0,$0,Chicago,Headquarters,213 N Racine Ave,,-87.6566872,USA,41.8859776,IL,60607
GetLusty.com,web,,2013.0,2.0,$0,Chicago,VentureSHOT (Incubator),744 N. Wells,,,USA,,IL,60608
GimmeAnother,mobile,Save Favorite Products to Mobile,,,$0,Chicago,1871,"222 W. Merchandise Mart Plaza, 12th Floor",,,USA,,IL,60654
GiveBrand,web,Klout For Resumes,2012.0,5.0,$0,Chicago,,,,,USA,,IL,
GiveForward,nonprofit,,2008.0,17.0,$2.52M,Chicago,,2039 W Wabansia Ave,,,USA,,IL,
GlassHouse Technologies,consulting,Enterprise IT Consulting,2001.0,,$91.3M,Chicago,,500 West Madison Street,Suite 1700,,USA,,IL,60661
Global Capacity,network_hosting,Network connectivity without complexity,2006.0,150.0,$0,Chicago,HQ,180 North LaSalle Street,Suite 2430,-87.6325515,USA,41.8854066,IL,60601
GMR Transcription,other,GMR Transcription Service is a one-stop ,2004.0,50.0,$0,Chicago,,"GMR Transcription ,233 S. Wacker Drive,",84th Floor,,USA,,IL,60606
GoHandee,mobile,mobile media and content,2011.0,1.0,$0,Chicago,,,,,USA,,IL,60613
GoHealth,health,,,,$50M,Chicago,,214 W. Huron Street,,,USA,,IL,60654
Golden Reviews,web,Senior Care Reviews,2012.0,8.0,$500k,Chicago,Golden Reviews,221 N. LaSalle St,Suite 635,-87.6322669,USA,41.8864688,IL,60601
Good Technology,mobile,Multi-platform enterprise mobility,1996.0,800.0,$281M,Chicago,,30 South Wacker Drive,22nd Floor,-87.637522,USA,41.8812179,IL,60606
GoodMogul,games_video,The fake economy for the real world,2011.0,,$0,Chicago,GoodMogul HQ,,,,USA,,IL,60654
Google,search,,1998.0,28000.0,$555M,Chicago,Google Chicago,20 West Kinzie St.,,-87.628912,USA,41.889474,IL,60610
Gorilla Nation Media,web,,2001.0,163.0,$0,Chicago,Chicago Office,33 N. Dearborn,Suite 1200,,USA,,IL,60602
Goshi,ecommerce,Hyper local C2C marketplace,2010.0,,$75k,Chicago,Headquarters,,,,USA,,IL,
GoSoapBox,software,Student Participation System,,2.0,$0,Chicago,Headquarters,222 W. Merchandise Mart Plaza,1871 - 12th Floor,,USA,,IL,60654
gozent,real_estate,Rent the Zen Way,2013.0,6.0,$200k,Chicago,,209 W Jackson,Suite 403,,USA,,IL,60606
GQueues,enterprise,"A simple, intuitive task manager",2009.0,1.0,$0,Chicago,GQueues,4716 N Rockwell St. #2,,,USA,,IL,60625
Grabio,mobile,Location-based and mobile marketplace,2011.0,6.0,$0,Chicago,,,,,USA,,IL,
Grafly,analytics,Visualizations Made Simple,,2.0,$0,Chicago,Chicago,222 W Merchandise Mart Plaza,Suite 1212,,USA,,IL,60654
GreatPoint Energy,cleantech,Eco-friendly Natural Gas Production,2004.0,,$562M,Chicago,GreatPoint Energy,222 S. Riverside Plaza,Suite 2750,-87.63854599999999,USA,41.8790256,IL,60606
GreenPoint Partners,consulting,,2010.0,,$2M,Chicago,,222 W. Ontario,Suite 520,,USA,,IL,60654
Grid Design Firm,web,Web Design and Development,2005.0,10.0,$0,Chicago,Chicago Office,4405 N Damen Ave,,-82.4396684,USA,27.9602552,IL,60625
Grocery Coupon Network,web,Grocery Coupons and Deals,2009.0,,$0,Chicago,Headquarters,,,,USA,,IL,
GroundSwell Search,search,SEO and Internet Marketing,2013.0,1.0,$0,Chicago,,,,-87.68276759999999,USA,41.9013087,IL,60622
Groupon,web,Local Daily Deals,2008.0,10000.0,$1.15B,Chicago,HQ,600 W. Chicago Ave,Suite 400,-87.643622,USA,41.8965162,IL,60654
GrowSocialFans,advertising,"Buy Facebook Fans, Followers, & Views",,6.0,$0,Chicago,GrowSocialFans.com,1137 W Taylor St,#345,,USA,,IL,60607
GrubHub,hospitality,online and mobile food ordering service,2004.0,250.0,$84.1M,Chicago,HQ,111 W. Washington St.,Suite 2100,-87.649878,USA,41.907647,IL,60602
Hall&Madden,ecommerce,Custom Fit Shirt Subscription,2012.0,7.0,$0,Chicago,HQ,1730 N Clark St 3108,,,USA,,IL,60614
Harvest Exchange,other,Financial Discovery Network,2012.0,14.0,$2M,Chicago,Harvest Exchange HQ,2000 W Fulton St,Ste F310,,USA,,IL,60612
HaveDeals,web,Provider of consumer deals,2011.0,3.0,$0,Chicago,,300 N State Street,#2110,,USA,,IL,60654
HaveMyShift,web,Shift Worker Trading,2009.0,3.0,$12k,Chicago,HQ,,,,USA,,IL,60614
Having Things Done,other,,2008.0,5.0,$0,Chicago,,"114 W. Illinois,",3rd Floor,-87.63166170000001,USA,41.8908028,IL,60610
HCHB Cressey,biotech,,2011.0,,$28.6M,Chicago,,155 North Wacker Drive,Suite 4500,,USA,,IL,60606
HCP & Company,,,2003.0,,$0,Chicago,,200 West Madison Street,Suite 970,,USA,,IL,60606
HCP Buzz,consulting,physician reputation social media,,3.0,$0,Chicago,Home base,1636 W Erie 1W,,,USA,,IL,60622
Headstrong,consulting,Financial Services Consulting,1981.0,,$75k,Chicago,,200 West Adams,Suite 1800,-87.63449,USA,41.879733,IL,60606
Healthbox,other,,2011.0,16.0,$2M,Chicago,Healthbox Chicago,213 N Racine Ave,,,USA,,IL,60607
Healthihelp,web,Open Book Healthcare,2013.0,3.0,$0,Chicago,Healthihelp,321 N Clark,Suite 500,,USA,,IL,60654
HeartSounds,biotech,Wireless patient monitoring,,,$0,Chicago,Headquarters,,,,USA,,IL,
HedgeStreet,web,Internet-based marketplace,2004.0,,$0,Chicago,HQ,311 South Wacker Drive,Suite 2675,,USA,,IL,60606
Heidrick & Struggles International,consulting,,1953.0,,$0,Chicago,,233 South Wacker Drive,Sears Tower - Suite 4200,-87.63671090000001,USA,41.8789814,IL,60606-6303
HighBeam Research,web,online library,2002.0,,$0,Chicago,HQ,65 East Wacker Place,Suite 400,,USA,,IL,60601
HighGround,enterprise,Employee motivation platform.,2012.0,25.0,$2.16M,Chicago,HQ,600 W. Chicago Ave,Suite 775,,USA,,IL,60654
HighTower Advisors,finance,,2008.0,,$100M,Chicago,,525 West Monroe,Suite 2300,,USA,,IL,60661
HipCV,,Stylish Professional Resumes in Minutes,2012.0,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
Hiremac,software,Workforce Management Software,2007.0,9.0,$0,Chicago,,#127  Suite 134,Thrikkakara,-87.6259052,USA,41.663359,IL,
Hireology,analytics,HR Technology (SaaS),2010.0,20.0,$300k,Chicago,Headquarters,640 N Lasalle St,Suite 650,,USA,,IL,60654
Hit Big Sports,web,,2007.0,2.0,$0,Chicago,,223 W. Erie Ã¢â‚¬â€œ 7NE,,,USA,,IL,60654
Holographic Audio Theater,health,,2009.0,,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
HomeFinder,real_estate,,1999.0,87.0,$0,Chicago,Chicago Headquarters,175 W. Jackson Blvd.,18th Floor,-87.63319200000001,USA,41.877493,IL,
homeValence,public_relations,Home appreciation and finance portal.,2006.0,5.0,$0,Chicago,Office,N. Honore,,-87.67399499999999,USA,41.919481,IL,60614
Honeybear Healthcare LLC,ecommerce,Senior Care e-tailer,2012.0,1.0,$0,Chicago,Headquarters,561 W. Diversy Pkwy.,Suite 202,,USA,,IL,60614
Hostway,network_hosting,Web Hosting and Domain Names,1998.0,,$110M,Chicago,Hostway Chicago,100 North Riverside Plaza,,-87.638807,USA,41.8831954,IL,60606
Houlihan Capital,,,,,$0,Chicago,,"500 West Madison Street, Suite 2600",,,USA,,IL,60661
HUB International Limited,finance,Insurance Company,1998.0,,$0,Chicago,,"300 North LaSalle Street, 17th Floor",,,USA,,IL,60654
Humanized,software,,2006.0,5.0,$0,Chicago,Head Office,4611 N Ravenswood Ave,Suite 203,,USA,,IL,60640
hybris,enterprise,,1997.0,,$30M,Chicago,United States- Chicago,"USA Central, hybris (U.S.) Corp.",20 North Wacker Drive Suite 2035,,USA,,IL,60606
I Dream of Falafel,other,Best Mediterranean Food Chicago,2009.0,,$0,Chicago,Best Mediterranean Food,331 South Franklin Street,,-87.634964,USA,41.8771841,IL,60606
i-PhoneDeveloper,software,iOS and Android App Development Company,2010.0,80.0,$0,Chicago,i-Phone Developer,"3331,Commercial Avenue",,,USA,,IL,60411
I-verve Infoweb INC,software,An Ace Web Design & Development Company,2007.0,150.0,$0,Chicago,I-verve Infoweb INC,"3331, Commercial Avenue",,-87.635428,USA,41.477977,IL,60411
Icon Technologies,software,,2012.0,,$45k,Chicago,,445 W Erie,Suite 200,,USA,,IL,60654
ICOTALK,public_relations,Visual Communication and Ad Platform,2013.0,5.0,$0,Chicago,Chicago HQ,214 West Ohio Street,Suite # 3,,USA,,IL,60654
iCrossing,advertising,Digital Marketing Company,1998.0,550.0,$62M,Chicago,Chicago,333 W. Wacker Drive,Suite 950,,USA,,IL,60606
ID MediaStream,public_relations,Social Media Analytics,2009.0,,$0,Chicago,Headquarters,500 N Michigan Ave,Suite 300,-87.6244703,USA,41.8911104,IL,60611
Identity Dental Marketing,,,,,$0,Chicago,Dental Marketing Company,,,,USA,,IL,60614
Ifbyphone,software,Voice-Based Marketing Automation,2005.0,90.0,$35.3M,Chicago,HQ,300 W. Adams,9th Floor,-87.75064300000001,USA,42.040851,IL,60606
iFuturz,software,PHP Web Development,2008.0,100.0,$0,Chicago,I-verve Infoweb INC,"3331, Commercial Avenue",,,USA,,IL,60411
Igenbio.Inc,biotech,Genome annotation  & curation,2013.0,4.0,$0,Chicago,Igenbio.Inc,1016. West Jackson Blvd,411,-87.6528348,USA,41.8778736,IL,60607
IGN Entertainment,games_video,Videogames-Focused Media Network,1996.0,,$0,Chicago,Chicago Office,444 N. Michigan Avenue,,,USA,,IL,60611
IITRI,,,,,$0,Chicago,,10 W. 35th St.,,,USA,,IL,60616
iKONVERSE,web,safe place for productive conversations,2011.0,3.0,$100k,Chicago,,"450 E. Waterside Drive,",Suite 3401,,USA,,IL,60601
iLyngo,software,Application software for android,2011.0,,$47.5k,Chicago,,3502 West Wabansia,Avenue,-87.713624,USA,41.912166,IL,60647
Immortal Design,software,technology,2010.0,10.0,$0,Chicago,Headquarters,500 N Michigan Ave,Suite 300,-122.03879679999999,USA,37.3948881,IL,60611
iMOSPHERE,analytics,Self Service Healthcare Analytics,2012.0,15.0,$1.8M,Chicago,U.S. Office,8 W Monroe,#2100,,USA,,IL,60603
"Indigo-Chicago, Inc.",ecommerce,Subsidiary of Indigo Investment Corp.,,1.0,$0,Chicago,,,,,USA,,IL,60615
inerTRAIN,web,Personal Training Online,2009.0,6.0,$0,Chicago,Headquarters,650 W Randolph St,,,USA,,IL,60661
Info,search,,,,$8.4M,Chicago,,180 North Stetson Avenue,Suite 3500,-87.622309,USA,41.885619,IL,60601
Infobright,analytics,Database for Machine-Generated Data,2005.0,50.0,$21M,Chicago,US Office,200 S. Wacker Drive,15th Floor,-71.40130699999999,USA,42.377467,IL,60606
Inforama,software,document automation software,2008.0,10.0,$0,Chicago,USA Office,Lake Shore Drive,,,USA,,IL,60611
Inforama,software,document automation software,2008.0,10.0,$0,Chicago,USA,North Lake Shore Drive,,,USA,,IL,60611
InfoReach,software,Electronic Trading Technology,1995.0,250.0,$0,Chicago,InfoReach Inc. (HQ),20 South Clark Street,Suite 2150,,USA,,IL,60603
Initiate Systems,enterprise,Master Data Management,1994.0,280.0,$31M,Chicago,Headquarters,200 West Madison Street,Suite 2300,-87.634311,USA,41.882301,IL,60606
Inkling,software,,2007.0,4.0,$20k,Chicago,,1440 N. Kingsbury,,-87.66830999999999,USA,42.010632,IL,60626
InnerWorkings Inc.,other,,,,$0,Chicago,,600 West Chicago Avenue,Suite 850,,USA,,IL,60654
InoPrints,public_relations,,2006.0,10.0,$0,Chicago,Main Office,700 N. Green,Suite #503,-87.715498,USA,41.975543,IL,60642
inRentive,web,Reinventing the way Landlords & Renters ,2010.0,8.0,$0,Chicago,World Headquarters,230 W Huron St,Suite 2W,-87.6353695,USA,41.8948959,IL,60654
Inspirotec,medical,,,,$350k,Chicago,,,,,USA,,IL,
InStranet,enterprise,,1999.0,,$0,Chicago,,20 North Wacker Drive,Suite 1425,-87.63726899999999,USA,41.882449,IL,60606
InsuranceAgents.com,web,,,,$0,Chicago,Chicago Office,435 North LaSalle,,-87.63251899999999,USA,41.889183,IL,60610
Intechnic,ecommerce,Chicago Web Design & Development,1997.0,,$0,Chicago,John Hancock Center,"875 N. Michigan Ave., 31st Flr.",,,USA,,IL,60611
Integrated Education Solutions,education,Online Education Enabler,2013.0,8.0,$0,Chicago,Chicago - Riverside,300 South Riverside Plaza,Suite 700,-87.63830420000001,USA,41.8776775,IL,60606
Intellisys,,,,,$0,Chicago,HQ,309 W. Washington St.,Suite 1225,,USA,,IL,60606
Interakt Digital Communications Group,public_relations,Full Service Communications Company,2004.0,200.0,$0,Chicago,"Chicago, USA",444 N. Michigan Ave.,Suite 1200,-87.6252241,USA,41.8907057,IL,60611
InterCall,,,1991.0,,$0,Chicago,,8420 West Bryn Mawr Suite 400,,,USA,,IL,60631
Internap,web,"Colocation, IP, CDN, Managed Hosting",1996.0,400.0,$0,Chicago,Chicago,233 North Michigan Avenue,Suite 2370,,USA,,IL,60601
Intersog,mobile,Mobile Application Software Development,,120.0,$0,Chicago,Intersog HQ,233 S Wacker Dr. Suite 9390,,,USA,,IL,60606
Introhub,web,Qualified Meeting Marketplace,2011.0,,$0,Chicago,Chicago,,,-87.6359125,USA,41.8929153,IL,60654
Invenergy,cleantech,Wind farms,2001.0,,$459M,Chicago,Headquarters,1 South Wacker Drive,Suite 1900,-87.6367792,USA,41.8819098,IL,60606
Inventables,ecommerce,The hardware store for designers,2002.0,10.0,$5M,Chicago,Headquarters,600 West Van Buren St.,Suite 602,,USA,,IL,60661
INXPO,web,Virtual Event Hosting,2004.0,100.0,$10.3M,Chicago,,,,,USA,,IL,60642
IOCOM,software,,1999.0,,$4.54M,Chicago,,111 W. Jackson,Suite 1412,,USA,,IL,60604
iPlanmaker,software,Laser Accurate Floorplans,2008.0,6.0,$0,Chicago,iPlanmaker,555 West Polk Street,Suite LL1,-87.6416957,USA,41.8719878,IL,60661
iProspect,software,search engine marketing company,1996.0,,$0,Chicago,,401 N. Michigan Avenue,14th Floor,-87.62436459999999,USA,41.8892858,IL,60611
IPXI,finance,Intellectual Property Exchange Intl,,,$10M,Chicago,Chicago HQ,10 S LaSalle St,Suite 2130,-87.6326027,USA,41.8815028,IL,60622
iPyxel Creations,advertising,Performance Ad Optimization & Automation,2012.0,3.0,$0,Chicago,,3950 N Lake Shore Dr,,-87.645939,USA,41.954137,IL,60613
iQuanti,analytics,A Data Driven Digital Agency,2008.0,110.0,$0,Chicago,Operational Office,8501 W Higgins Rd.,Suite 603,-87.83929599999999,USA,41.985914,IL,60631
IRI,analytics,Extraordinary growth for CPG and retail,1979.0,,$0,Chicago,Global Headquarters,150 North Clinton Street,,,USA,,IL,60661-1416
Iris Mobile,mobile,,2008.0,,$3M,Chicago,,70 East Lake Street,Suite 1230,,USA,,IL,60601
Iroquois Products,other,Packaging and Shipping Supplies,1957.0,10.0,$0,Chicago,Chicago Warehouse,2220 W. 56th Street,,,USA,,IL,60636
It's Agreed,legal,Online contract signing,,2.0,$0,Chicago,,,,,USA,,IL,
J.M.E. Marketing,consulting,Marketing and Sales,2012.0,20.0,$0,Chicago,JME Marketing INC,650 N Dearborn ST,suite 200,,USA,,IL,60654
Jackowiak Law Offices,legal,Law Firm,1996.0,51.0,$0,Chicago,Jackowiak Law Offices,"20 N Clark St, Ste 1700",,,USA,,IL,60602
Jamernot,mobile,Discover Music Around You,2013.0,5.0,$0,Chicago,Chicago HQ,79 W Monroe,Suite 800,,USA,,IL,60603
JammerDirect.com,games_video,Social Network for unsigned artists.,2007.0,22.0,$0,Chicago,Headquarters,,,-87.6371461,USA,41.8817767,IL,60606
JasonDB,software,Nosql Cloud Database,2008.0,,$800k,Chicago,Sales & Marketing,The Mercantile Exchange,"30 South Wacker Drive, 22nd Floor",,USA,,IL,60606
JBRB,software,Website and app development,2006.0,2.0,$0,Chicago,Tech Office,3252 N Clifton Ave 3W,,,USA,,IL,60657
JBT Corporation,hardware,,,,$0,Chicago,,70 West Madison,Suite 4400,,USA,,IL,60602
Jeely + Bleiler,advertising,Marketing and Advertising Agency,,,$0,Chicago,CHICAGO | CENTRAL,875 N. Michigan Avenue,31st Floor,,USA,,IL,60611
Jobspring Partners,other,A nationwide technology recruiting firm,1989.0,200.0,$0,Chicago,CHICAGO,10 South La Salle Street,Suite 3230,-87.632735,USA,41.881607,IL,60603
Joint Loyalty,advertising,,2012.0,8.0,$35k,Chicago,Joint Loyalty,Corporate Office,,,USA,,IL,60601
Jotpress,web,Web Publishing by Email,2010.0,5.0,$0,Chicago,,,,,USA,,IL,
Joystickers,games_video,Mobile Gaming,2010.0,,$25k,Chicago,,,,,USA,,IL,
JumpForward,software,,2010.0,30.0,$0,Chicago,,112 S Sangmon Ave,3nd Floor,-87.623923,USA,41.857204,IL,60607
Jun Group,advertising,Social video platform,2005.0,20.0,$5M,Chicago,Chicago,115 South LaSalle Street,Suite 2600,,USA,,IL,60603
Junto,,,,,$0,Chicago,Logan Sq.,,,,USA,,IL,60647
Juventa Technologies Holdings,health,,2011.0,,$990k,Chicago,,"150 N. MICHIGAN AVENUE, STE. 2800",,,USA,,IL,60601
Kambio Group,consulting,Digital Marketing Solved,2012.0,14.0,$0,Chicago,Headquarters,640 N LaSalle,SUite 600,,USA,,IL,60654
Kapow Events,other,Online Marketplace of Corporate Events.,2012.0,12.0,$1.6M,Chicago,,"205 W Wacker Dr., Suite 2200",,,USA,,IL,60606
Kargo,mobile,Premium Mobile Publisher Platform,2003.0,60.0,$0,Chicago,Kargo Chicago,500 North Dearborn,Suite 850,-87.6299839,USA,41.891126,IL,60654
KBooM! Games,games_video,Creates custom social games for brands,2010.0,15.0,$0,Chicago,World Headquarters,100 N. LaSalle St.,Suite 1900,,USA,,IL,60602
kCura,software,e-Discovery Software,2001.0,270.0,$0,Chicago,,175 West Jackson Blvd.,Suite 1000,,USA,,IL,60604
Keeper Security,security,Leading data security software,2011.0,,$0,Chicago,Headquarters,,,,USA,,IL,
Keith The Computer Guy,consulting,We Fix Computers,,2.0,$0,Chicago,,2511 W 79th St,,,USA,,IL,60652
Key Administrative Associates,other,,2007.0,7.0,$0,Chicago,Corporate Office,180 N. Stetson Street,,-87.6903,USA,42.0412,IL,60601
Kiip,mobile,Mobile Gaming ,2010.0,30.0,$15.3M,Chicago,Chicago Office,9 W. Washington Ave.,,,USA,,IL,60602
Kin,other,New Hire Onboarding and Employee Managem,2013.0,17.0,$0,Chicago,Chicago,210 N. Morgan St.,,,USA,,IL,60607
Kinortec.,cleantech,,2013.0,3.0,$0,Chicago,,,,,USA,,IL,
KitchIn,web,The first digital kitchen,2012.0,,$42.5k,Chicago,Headquarters,,,,USA,,IL,
Kith Entertainment,web,Creative Agency,2010.0,5.0,$0,Chicago,Chicago Office,660 W Lake,,,USA,,IL,60661
Knightsbridge Solutions,,,1994.0,,$0,Chicago,,500 West Madison,Suite 3100,,USA,,IL,60661
Konnect4,other,iPad app for job-seeking creatives,2011.0,5.0,$0,Chicago,Chicago Officer,,,,USA,,IL,60605
Koupon Media,mobile,Mobile Coupon Platform,2011.0,30.0,$6.9M,Chicago,Koupon Chicago,119 West Hubbard Street 5th Floor,,,USA,,IL,60654
kPoint,software,cloud video platform,,,$0,Chicago,US office,Unit 4301,60 E Monroe St,,USA,,IL,60603
Kumbuya,ecommerce,Social Commerce Platform,2012.0,10.0,$874k,Chicago,HQ,River North,,-87.63651309999999,USA,41.8883776,IL,60654
Kurfuffl,games_video,Words With Friends for life.,2011.0,5.0,$0,Chicago,,440 N. Wells,Suite 430,,USA,,IL,60656
Lab42,consulting,The answer to everything market research,2010.0,7.0,$0,Chicago,Headquarters,213 N Racine,,,USA,,IL,60607
Lasso,social,Friend-based planning ,2012.0,4.0,$75k,Chicago,,,,,USA,,IL,
Latigent,software,,2002.0,,$0,Chicago,,4879 North Lincoln Avenue,Suite 2,,USA,,IL,60625
"Law Offices of Adam J. Zayed, P.C.",legal,Personal Injury Lawyer,,,$0,Chicago,Office,"10 South LaSalle Street, Suite 3300",,,USA,,IL,60603
LawyerMatch,legal,Finding a lawyer should be easy.,2013.0,1.0,$0,Chicago,Chicago,1 East Wacker Drive,,-87.6275871,USA,41.8865585,IL,60601
Lead Zeppelin,ecommerce,Web based CRM,2009.0,2.0,$0,Chicago,,,,,USA,,IL,60607
Leaguevine,sports,sports profiles for amateur athletes,2011.0,2.0,$0,Chicago,,,,-87.62979820000001,USA,41.8781136,IL,
LeapRE,advertising,,2005.0,11.0,$0,Chicago,Chicago,,,-87.65318,USA,41.94038,IL,60657
Learning Guide Network,web,Directory of Learning Opportunities,2007.0,1.0,$0,Chicago,,6115 North Maplewood,,,USA,,IL,60659
Leasabl,other,On-Demand Office Space,2013.0,10.0,$0,Chicago,,,,,USA,,IL,
Legacy Marketing Partners,social,Experiential Marketing Agency,2003.0,350.0,$0,Chicago,Headquarters,640 N LaSalle,Suite 600,,USA,,IL,60654
LegalFish,advertising,Attorney Client Matching/Lawyer Adv.,2003.0,,$0,Chicago,Corporate Office,414 N. Orleans,Suite 603,-87.63697940000002,USA,41.8897076,IL,60654
Levitate Media,advertising,Developers of Captivating Video,2009.0,15.0,$0,Chicago,Midwest,,,,USA,,IL,
lifetokens,web,online/offline messaging,2010.0,4.0,$0,Chicago,,,,,USA,,IL,60605
Lightology,ecommerce,Contemporary Lighting Website / Showroom,2001.0,,$0,Chicago,Corporate Office,1718 West Fullerton Avenue,,,USA,,IL,60614
Lightology,ecommerce,Contemporary Lighting Website / Showroom,2001.0,,$0,Chicago,Showroom,215 West Chicago Avenue,,,USA,,IL,60654
Lightship Employment Solutions,search,Executive Search Agency,1983.0,,$0,Chicago,Headquarters,180 N. Stetson,Suite 3500,,USA,,IL,60601
Lightspeed Financial,finance,,2006.0,,$0,Chicago,,200 South Wacker Drive,1900,,USA,,IL,60606
Liive,software,Interactive Concert Apps,2012.0,5.0,$0,Chicago,"1871: Liive, Inc.",222 Merchandise Mart Plaza,Suite 1212,,USA,,IL,60654
LikeAssets,web,Online Portfolio Solution,2009.0,10.0,$0,Chicago,Headquarters,,,-87.62979820000001,USA,41.8781136,IL,
Lime Productions,web,,2005.0,5.0,$0,Chicago,Lime Productions,401 East Ontario,Suite 2710,-87.61694,USA,41.893397,IL,60611
Limelightlife,social,Customer loyalty and social rewards plat,2013.0,,$0,Chicago,,1824 W. Wabansia,,,USA,,IL,60602
Linchpin SEO,advertising,Digital Interactive Agency ,2007.0,5.0,$0,Chicago,Headquarters,130 South Canal Street,,,USA,,IL,60606
Lincoln Renewable Energy,cleantech,,,,$55M,Chicago,,401 N. Michigan Avenue,Suite 501,,USA,,IL,60611
LineHop,mobile,Mobile Ordering and Payments,,4.0,$50k,Chicago,Corprate Headquarters,4441 N Ravenswood Ave,,-87.67469870000001,USA,41.9626236,IL,60640
LiquidTalk,enterprise,mobile workforce solutions,2006.0,,$2.43M,Chicago,Headquarters,10 W 35th Street,16th Floor,-87.626918,USA,41.831001,IL,60605
Littelfuse,semiconductor,,,,$0,Chicago,,8755 West Higgins Road,Suite 500,,USA,,IL,60631
LiveAdmins,enterprise,Live Chat Service Provider,2002.0,150.0,$0,Chicago,Headquarters,500 North Michigan Avenue,Suite 300,,USA,,IL,60611
LiveAdmins JLT,software,Live Chat Service provider in UAE,,30.0,$0,Chicago,,"500 North Michigan Avenue, Suite 300",,,USA,,IL,
LiveOne Group,web,live content social engagement,2011.0,,$0,Chicago,Chicago,,,,USA,,IL,
Living Space,search,Apartment Search Website,2009.0,10.0,$0,Chicago,Company Headquarters,4325 N Western Ave,,,USA,,IL,60618
LKQ Corporation,,,1998.0,,$0,Chicago,,500 West Madison Street Suite 2800,,,USA,,IL,
LoadCost,analytics,Freight Rates Analytics,2013.0,3.0,$0,Chicago,Chicago HQ,222 W Merchandise Mart Plaza #1212,,,USA,,IL,60654
Local Offer Network,advertising,Content personalization and syndication,2010.0,18.0,$1.5M,Chicago,Headquarters,525 West Van Buren Street,Suite 302,,USA,,IL,60607
LocalLux,ecommerce,Ultralocal Marketplace,2013.0,5.0,$5.2k,Chicago,1871,222 W Merchandise Mart Plaza,#1212,,USA,,IL,60654
LocalResponse,advertising,Social Intent Marketing,2010.0,30.0,$12M,Chicago,,203 N LaSalle St,Suite 2100,-87.63207740000001,USA,41.8861415,IL,60601
LockApp,sports,Instant Sports Predictions,2012.0,6.0,$0,Chicago,Headquarters,222 W Ontario,Suite 420,,USA,,IL,60654
