lat,long,Category,Source,name,website,address,latlong,Youth Count,Youth Impact,Career Impact,Poverty Impact
41.87944,-87.63419,Meetup,Meetup,West Monroe Partners,,,41.87944-87.63419,379,0.07,0.15,0.29
41.894623,-87.706474,Meetup,Meetup,Chicago Public Library,,,41.894623-87.706474,97,0.02,0.06,0.17
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.87627,-87.634018,Meetup,Meetup,8th Light,,,41.87627-87.634018,379,0.07,0.15,0.29
41.881645,-87.636536,Meetup,Meetup,Rise Interactive,,,41.881645-87.636536,97,0.02,0.06,0.17
41.888687,-87.632652,Meetup,Meetup,Wellspring,,,41.888687-87.632652,97,0.02,0.06,0.17
41.878113,-87.629799,Meetup,Meetup,1871,,,41.878113-87.629799,379,0.07,0.15,0.29
41.88821,-87.635361,Meetup,Meetup,1871,,,41.88821-87.635361,97,0.02,0.06,0.17
41.890705,-87.625221,Meetup,Meetup,Mediafly,,,41.890705-87.625221,97,0.02,0.06,0.17
41.879795,-87.628922,Meetup,Meetup,Sprout Social HQ,,,41.879795-87.628922,97,0.02,0.06,0.17
41.888367,-87.635361,Meetup,Meetup,Braintree Payments,,,41.888367-87.635361,97,0.02,0.06,0.17
41.925068,-87.688133,Meetup,Meetup,Logan Hardware,,,41.925068-87.688133,489,0.12,0.06,0.06
41.879749,-87.631523,Meetup,Meetup,Bank of America Building - 15th Floor,,,41.879749-87.631523,97,0.02,0.06,0.17
41.876949,-88.066147,Meetup,Meetup,Workshop 88,,,41.876949-88.066147,379,0.07,0.15,0.29
41.89719,-87.635208,Meetup,Meetup,Headquarters Beercade River North,,,41.89719-87.635208,489,0.12,0.06,0.06
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.888367,-87.635361,Meetup,Meetup,Startup Institute @ 1871,,,41.888367-87.635361,97,0.02,0.06,0.17
41.929661,-87.707481,Meetup,Meetup,G-Mart Comics,,,41.929661-87.707481,489,0.12,0.06,0.06
41.889912,-87.637657,Meetup,Meetup,Dev Bootcamp,,,41.889912-87.637657,97,0.02,0.06,0.17
41.945168,-87.706703,Meetup,Meetup,Pumping Station: One,,,41.945168-87.706703,489,0.12,0.06,0.06
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.894596,-87.637268,Meetup,Meetup,Green Door Tavern,,,41.894596-87.637268,97,0.02,0.06,0.17
41.908543,-87.649712,Meetup,Meetup,SoNo East,,,41.908543-87.649712,489,0.12,0.06,0.06
41.858387,-87.660309,Meetup,Meetup,Blue 1647 Tech Innovation Center,,,41.858387-87.660309,379,0.07,0.15,0.29
41.85651,-87.653473,Meetup,Meetup,Cultura in Pilsen,,,41.85651-87.653473,113,0.04,0.01,0.04
42.087402,-87.98288,Meetup,Meetup,Arlington Heights Memorial Library,,,42.087402-87.98288,329,0.19,0.03,0.15
41.881386,-87.63649,Meetup,Meetup,Serendipity Labs - OSW,,,41.881386-87.63649,97,0.02,0.06,0.17
41.88969,-87.637566,Meetup,Meetup,Dev Bootcamp,,,41.88969-87.637566,97,0.02,0.06,0.17
41.88969,-87.637566,Meetup,Meetup,Dev Bootcamp,,,41.88969-87.637566,97,0.02,0.06,0.17
41.942482,-87.702797,Meetup,Meetup,Honey Butter Fried Chicken,,,41.942482-87.702797,489,0.12,0.06,0.06
41.945435,-87.70652,Meetup,Meetup,Pumping Station One: Electronics Lab,,,41.945435-87.70652,489,0.12,0.06,0.06
41.9799,-87.862061,Meetup,Meetup,Donald E Stephens Convention Center,,,41.9799-87.862061,329,0.19,0.03,0.15
41.9799,-87.862061,Meetup,Meetup,Donald E Stephens Convention Center,,,41.9799-87.862061,329,0.19,0.03,0.15
41.896915,-87.643547,Meetup,Meetup,Groupon,,,41.896915-87.643547,489,0.12,0.06,0.06
41.888378,-87.636513,Meetup,Meetup,1871 Chicago,,,41.888378-87.636513,97,0.02,0.06,0.17
41.884251,-87.632446,Meetup,Meetup,Kensington Rooftop,,,41.884251-87.632446,97,0.02,0.06,0.17
41.882534,-87.637512,Meetup,Meetup,Tech Nexus,,,41.882534-87.637512,97,0.02,0.06,0.17
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.63716,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.63716,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.896988,-87.637161,Meetup,Meetup,The Kensington Roof Garden & Lounge,,,41.896988-87.637161,489,0.12,0.06,0.06
41.88969,-87.637566,Meetup,Meetup,Dev Bootcamp,,,41.88969-87.637566,97,0.02,0.06,0.17
41.888378,-87.636513,Meetup,Meetup,IMSA Classroom @ 1871,,,41.888378-87.636513,97,0.02,0.06,0.17
41.884251,-87.632446,Meetup,Meetup,Kensington Rooftop,,,41.884251-87.632446,97,0.02,0.06,0.17
41.793137,-88.010246,Meetup,Meetup,Ballydoyle Irish Pub and Restaurant,,,41.793137-88.010246,113,0.04,0.01,0.04
41.890774,-87.631607,Meetup,Meetup,WeWork River North,,,41.890774-87.631607,97,0.02,0.06,0.17
41.945435,-87.70652,Meetup,Meetup,Upstairs of Pumping Station One,,,41.945435-87.70652,489,0.12,0.06,0.06
41.954661,-87.654844,Meetup,Meetup,Holiday Club,,,41.954661-87.654844,489,0.12,0.06,0.06
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.88969,-87.637566,Meetup,Meetup,Dev Bootcamp Chicago,,,41.88969-87.637566,97,0.02,0.06,0.17
42.086433,-87.945351,Meetup,Meetup,Workbridge Chicago,,,42.086433-87.945351,329,0.19,0.03,0.15
41.890884,-87.627182,Meetup,Meetup,After-Words Bookstore,,,41.890884-87.627182,97,0.02,0.06,0.17
41.888367,-87.635361,Meetup,Meetup,Windy City Lab @ 1871,,,41.888367-87.635361,97,0.02,0.06,0.17
41.945292,-87.706675,Meetup,Meetup,Pumping Station: One,,,41.945292-87.706675,489,0.12,0.06,0.06
41.888367,-87.635361,Meetup,Meetup,Braintree,,,41.888367-87.635361,97,0.02,0.06,0.17
41.888378,-87.636513,Meetup,Meetup,1871 Chicago,,,41.888378-87.636513,97,0.02,0.06,0.17
41.881386,-87.63649,Meetup,Meetup,Serendipity Labs,,,41.881386-87.63649,97,0.02,0.06,0.17
41.883781,-87.639816,Meetup,Meetup,Ovie Bar & Grill,,,41.883781-87.639816,97,0.02,0.06,0.17
41.883545,-87.639709,Meetup,Meetup,Solstice Mobile,,,41.883545-87.639709,97,0.02,0.06,0.17
41.890671,-87.626999,Meetup,Meetup,General Assembly Chicago @ SPACE,,,41.890671-87.626999,97,0.02,0.06,0.17
41.88821,-87.635361,Meetup,Meetup,1871,,,41.88821-87.635361,97,0.02,0.06,0.17
42.048618,-87.682022,Meetup,Meetup,Panera Bread,,,42.048618-87.682022,329,0.19,0.03,0.15
41.889629,-87.622307,Meetup,Meetup,Gleacher Center,,,41.889629-87.622307,97,0.02,0.06,0.17
41.917183,-87.68005,Meetup,Meetup,The Map Room,,,41.917183-87.68005,489,0.12,0.06,0.06
41.859455,-88.052841,Meetup,Meetup,Cubicle Ninjas,,,41.859455-88.052841,379,0.07,0.15,0.29
41.927948,-87.705513,Meetup,Meetup,New Wave Coffee,,,41.927948-87.705513,489,0.12,0.06,0.06
41.963728,-87.673581,Tech Center,CrunchBase,20spokes,,4507 N. Ravenswood Ave.,41.963728-87.673581,329,0.19,0.03,0.15
41.8892178,-87.6557234,Tech Center,CrunchBase,37signals,,30 North Racine Avenue #200,41.8892178-87.6557234,28,0,0.05,0.06
41.8883776,-87.6365131,Tech Center,CrunchBase,71lbs,,222 Merchandise Mart Plaza,41.8883776-87.6365130999999,97,0.02,0.06,0.17
41.8794261,-87.6348507,Tech Center,CrunchBase,A.T. Kearney,,222 West Adams Street,41.8794261-87.6348507,379,0.07,0.15,0.29
42.2797153,-87.8785235,Tech Center,CrunchBase,AbbVie,,1 Waukegan Road North,42.2797153-87.8785235,589,0.09,0.14,0.09
41.917811,-87.659117,Tech Center,CrunchBase,AblePlay,,2001 N. Clybourn,41.917811-87.659117,489,0.12,0.06,0.06
41.886368,-87.641739,Tech Center,CrunchBase,Academic Capital Exchange,,226 N. Clinton,41.886368-87.641739,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,Academy of Nutrition and Dietetics,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8780796,-87.62959,Tech Center,CrunchBase,Acosta Law Group,,53 West Jackson Boulevard,41.8780796-87.62959,379,0.07,0.15,0.29
41.881876,-87.639713,Tech Center,CrunchBase,Acquity Group,,500 West Madison Street,41.881876-87.639713,97,0.02,0.06,0.17
41.8842919,-87.6245237,Tech Center,CrunchBase,ActiveCampaign,,150 N. Michigan Avenue,41.8842919-87.6245237,97,0.02,0.06,0.17
41.8905404,-87.6341952,Tech Center,CrunchBase,Adap.tv,,444 North Wells Street,41.8905404-87.6341952,97,0.02,0.06,0.17
41.890421,-87.630765,Tech Center,CrunchBase,Adeptia,,443 North Clark Street,41.890421-87.630765,97,0.02,0.06,0.17
41.8817767,-87.6371461,Tech Center,CrunchBase,Affinity.com,,"HGTN Inc., 100 N Riverside, Suite 800",41.8817767-87.6371461,97,0.02,0.06,0.17
41.8788515,-87.6364782,Tech Center,CrunchBase,Affinnova,,233 South Wacker Drive,41.8788515-87.6364782,379,0.07,0.15,0.29
41.8949642,-87.623758,Tech Center,CrunchBase,Ageology,,150 E Huron St.,41.8949642-87.623758,489,0.12,0.06,0.06
41.884659,-87.621589,Tech Center,CrunchBase,AGLOGIC,,,41.884659-87.621589,97,0.02,0.06,0.17
41.8891326,-87.6194642,Tech Center,CrunchBase,AllPrecise HVAC,,2617 West,41.8891326-87.6194642,28,0,0.05,0.06
41.8781136,-87.6297982,Tech Center,CrunchBase,Alltuition,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8912515,-87.6277232,Tech Center,CrunchBase,American Medical Association,,515 N. State Stree,41.8912515-87.6277232,97,0.02,0.06,0.17
41.8710347,-87.629552,Tech Center,CrunchBase,AnswerOil,,852 S. Park Terrace,41.8710347-87.629552,379,0.07,0.15,0.29
41.8823048,-87.6567113,Tech Center,CrunchBase,AnswersMedia,,30 N Racine,41.8823048-87.6567113,97,0.02,0.06,0.17
41.877493,-87.633192,Tech Center,CrunchBase,Apartments.com,,175 West Jackson,41.877493-87.633192,379,0.07,0.15,0.29
41.880225,-87.640379,Tech Center,CrunchBase,Applimation,,525 West Monroe,41.880225-87.640379,97,0.02,0.06,0.17
41.9028369,-87.6359125,Tech Center,CrunchBase,AREVS,,,41.9028369-87.6359125,489,0.12,0.06,0.06
41.88415,-87.641671,Tech Center,CrunchBase,Arroweye Solutions,,549 W Randolph St,41.88415-87.641671,97,0.02,0.06,0.17
41.879535,-87.624333,Tech Center,CrunchBase,Ars Technica,,,41.879535-87.624333,379,0.07,0.15,0.29
41.8918857,-87.6242909,Tech Center,CrunchBase,AskForEducation,,550 North Michigan Ave,41.8918857-87.6242909,97,0.02,0.06,0.17
41.8783109,-87.648055,Tech Center,CrunchBase,AttorneyFee,,820 West Jackson,41.8783109-87.648055,379,0.07,0.15,0.29
41.8883776,-87.6365131,Tech Center,CrunchBase,Azadi,,222 Merchandise Mart Plaza,41.8883776-87.6365130999999,97,0.02,0.06,0.17
41.893622,-87.627423,Tech Center,CrunchBase,BAM Studios,,One East Erie Street,41.893622-87.627423,97,0.02,0.06,0.17
41.894532,-87.636668,Tech Center,CrunchBase,beBetter Health,,325 W. Huron St.,41.894532-87.636668,97,0.02,0.06,0.17
36.009825,-78.922055,Tech Center,CrunchBase,Beer Universe,,918 W Belmont Ave.,36.009825-78.922055,#N/A,#N/A,#N/A,#N/A
41.8969173,-87.6435474,Tech Center,CrunchBase,Belly,,600 W Chicago St,41.8969173-87.6435474,489,0.12,0.06,0.06
41.8883776,-87.6365131,Tech Center,CrunchBase,Better Weekdays,,"222 Merchandise Mart Plaza,",41.8883776-87.6365130999999,97,0.02,0.06,0.17
41.8846119,-87.6248572,Tech Center,CrunchBase,BiOWiSH,,150 N Michigan Ave,41.8846119-87.6248572,97,0.02,0.06,0.17
41.886511,-87.626777,Tech Center,CrunchBase,Blueprint Design Studio,,435 N Michigan Ave,41.886511-87.626777,97,0.02,0.06,0.17
41.883195,-87.638807,Tech Center,CrunchBase,Boeing,,100 North Riverside,41.883195-87.638807,97,0.02,0.06,0.17
32.041667,118.783333,Tech Center,CrunchBase,BPOVIA Virtual Assistant Service,,500 E 33rd St,32.041667118.783333,#N/A,#N/A,#N/A,#N/A
41.8888128,-87.6371254,Tech Center,CrunchBase,Branchbird,,222 W Merchandise Mart Plaza,41.8888128-87.6371254,28,0,0.05,0.06
41.8788344,-87.636553,Tech Center,CrunchBase,Brandmuscle,,233 S. Wacker Dr.,41.8788344-87.636553,379,0.07,0.15,0.29
41.8851542,-87.6223183,Tech Center,CrunchBase,Brickfish,,"180 N Stetson Ave, 43 Floor",41.8851542-87.6223182999999,97,0.02,0.06,0.17
41.8530537,-87.6186243,Tech Center,CrunchBase,BudgetVM,,350 E Cermak Street,41.8530537-87.6186243,113,0.04,0.01,0.04
41.8781136,-87.6297982,Tech Center,CrunchBase,Business Logic Corporation,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8778736,-87.6528348,Tech Center,CrunchBase,Business Traveler Social,,1016 W Jackson,41.8778736-87.6528348,379,0.07,0.15,0.29
41.879535,-87.624333,Tech Center,CrunchBase,cago,,,41.879535-87.624333,379,0.07,0.15,0.29
41.8911104,-87.6244703,Tech Center,CrunchBase,Calculated Risk Advisors,,500 N. Michigan Ave.,41.8911104-87.6244703,97,0.02,0.06,0.17
41.882865,-87.643545,Tech Center,CrunchBase,CapAlly,,,41.882865-87.6435449999999,97,0.02,0.06,0.17
41.889183,-87.632519,Tech Center,CrunchBase,CareerBuilder,,200 N. LaSalle St,41.889183-87.6325189999999,28,0,0.05,0.06
41.8781136,-87.6297982,Tech Center,CrunchBase,CareXtend,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8879194,-87.6354249,Tech Center,CrunchBase,CCC Information Services,,222 Merchandise Mart Plaza,41.8879194-87.6354249,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,Central Standard Timing,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.889853,-87.6355433,Tech Center,CrunchBase,Centro,,222 W Hubbard St.,41.889853-87.6355433,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,CentUp,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.966897,-87.700464,Tech Center,CrunchBase,Channel Navigator,,2848 W Leland,41.966897-87.700464,329,0.19,0.03,0.15
41.8929153,-87.6359125,Tech Center,CrunchBase,Chicago Ideas Week,,,41.8929153-87.6359125,97,0.02,0.06,0.17
41.890345,-87.623333,Tech Center,CrunchBase,Chicago magazine,,435 N. Michigan Ave,41.890345-87.623333,97,0.02,0.06,0.17
41.8929153,-87.6359125,Tech Center,CrunchBase,Chicago Portfolio School,,,41.8929153-87.6359125,97,0.02,0.06,0.17
41.890345,-87.623333,Tech Center,CrunchBase,Chicago Tribune,,435 North Michigan,41.890345-87.623333,97,0.02,0.06,0.17
41.8925085,-87.6161696,Tech Center,CrunchBase,ChicagoŠ—Ès Shakespeare Theater,,,41.8925085-87.6161696,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,ClaraStream,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.879211,-87.637199,Tech Center,CrunchBase,Clarcity,,200 S. Wacker Dr.,41.879211-87.637199,379,0.07,0.15,0.29
41.8879779,-87.6250699,Tech Center,CrunchBase,cleverbridge,,360 N. Michigan Ave.,41.8879779-87.6250699,97,0.02,0.06,0.17
41.886477,-87.643119,Tech Center,CrunchBase,Cognitor,,233 South Wacker Drive,41.886477-87.643119,97,0.02,0.06,0.17
41.882401,-87.637816,Tech Center,CrunchBase,CohesiveFT,,20 North Wacker Drive,41.882401-87.637816,97,0.02,0.06,0.17
41.890637,-87.626979,Tech Center,CrunchBase,Commercial IQ,,444 N Wabash Ave,41.890637-87.626979,97,0.02,0.06,0.17
41.9830613,-87.8454613,Tech Center,CrunchBase,COMMON A Users Group,,8770 W. Bryn Mawr Ave,41.9830613-87.8454613,329,0.19,0.03,0.15
41.875026,-87.628933,Tech Center,CrunchBase,Compel Interaction,,537 S Dearborn Street,41.875026-87.6289329999999,379,0.07,0.15,0.29
41.879535,-87.624333,Tech Center,CrunchBase,Coupon Tweet,,4611 N. Ravenswood Ave. Ste. 204,41.879535-87.624333,379,0.07,0.15,0.29
41.8781136,-87.6297982,Tech Center,CrunchBase,Creative Algorithms,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.88583,-87.657354,Tech Center,CrunchBase,crowdSPRING,,1200 W. Lake St,41.88583-87.657354,97,0.02,0.06,0.17
41.877818,-87.641931,Tech Center,CrunchBase,CulinaryCulture,,555 W. Jackson Boulevard,41.877818-87.641931,379,0.07,0.15,0.29
41.8781136,-87.6297982,Tech Center,CrunchBase,Cumulus Funding,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.883797,-87.64228,Tech Center,CrunchBase,Dawdle,,123 N. Jefferson Street,41.883797-87.64228,97,0.02,0.06,0.17
42.0077207,-87.8240249,Tech Center,CrunchBase,Delivered Innovation,,688 N. Milwaukee Ave. #202,42.0077207-87.8240249,329,0.19,0.03,0.15
41.8801559,-87.6426639,Tech Center,CrunchBase,Digital Aisle,,130 South Jefferson,41.8801559-87.6426639,97,0.02,0.06,0.17
41.972002,-87.703656,Tech Center,CrunchBase,Digital Stampede,,,41.972002-87.703656,329,0.19,0.03,0.15
41.878984,-87.637,Tech Center,CrunchBase,DigitalArmm,,200 S Wacker,41.878984-87.637,379,0.07,0.15,0.29
41.8724939,-87.6274451,Tech Center,CrunchBase,Dillyeo,,719 S. State Street,41.8724939-87.6274450999999,379,0.07,0.15,0.29
41.881978,-87.630125,Tech Center,CrunchBase,Discovery Mining,,70 West Madison Street,41.881978-87.630125,97,0.02,0.06,0.17
41.885237,-87.624412,Tech Center,CrunchBase,Ditley Web Design,,155 N. Michigan Ave.,41.885237-87.624412,97,0.02,0.06,0.17
41.951198,-87.649563,Tech Center,CrunchBase,doejo,,N Broadway,41.951198-87.649563,489,0.12,0.06,0.06
42.010632,-87.66831,Tech Center,CrunchBase,DormTrader,,,42.010632-87.6683099999999,329,0.19,0.03,0.15
41.8464166,-87.6679765,Tech Center,CrunchBase,Dosensio,,,41.8464166-87.6679765,113,0.04,0.01,0.04
41.8733696,-87.650714,Tech Center,CrunchBase,Downsize Fitness,,,41.8733696-87.650714,379,0.07,0.15,0.29
41.879535,-87.624333,Tech Center,CrunchBase,DrivingRevenue,,,41.879535-87.624333,379,0.07,0.15,0.29
41.8781136,-87.6297982,Tech Center,CrunchBase,DUOSERVERS,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.925692,-87.671581,Tech Center,CrunchBase,Edge Lighting,,1718 West Fullerton Avenue,41.925692-87.671581,489,0.12,0.06,0.06
41.8781136,-87.6297982,Tech Center,CrunchBase,EdgerankChecker,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.895495,-87.6349009,Tech Center,CrunchBase,edo,,215 W Superior,41.895495-87.6349009,489,0.12,0.06,0.06
41.8781136,-87.6297982,Tech Center,CrunchBase,eGate Solutions,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.906116,-87.64882,Tech Center,CrunchBase,Eight Bit Studios,,811 W Evergreen St,41.906116-87.64882,489,0.12,0.06,0.06
41.881237,-87.638849,Tech Center,CrunchBase,Elan Emerging Technologies,,10 S. Riverside Plaza,41.881237-87.638849,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,Electropuf,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.953687,-87.672357,Tech Center,CrunchBase,ElementBars.com,,"4045 N Rockwell St, Ste 308",41.953687-87.6723569999999,489,0.12,0.06,0.06
41.9007097,-87.6531805,Tech Center,CrunchBase,empeopled,,,41.9007097-87.6531805,489,0.12,0.06,0.06
41.8830087,-87.6351499,Tech Center,CrunchBase,ePageCity,,225 West Washington Street,41.8830087-87.6351499,97,0.02,0.06,0.17
41.9646,-87.673603,Tech Center,CrunchBase,ePageCity,,4541 N Ravenswood Ave,41.9646-87.673603,329,0.19,0.03,0.15
41.8781136,-87.6297982,Tech Center,CrunchBase,Eris Exchange,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.9174637,-87.6664837,Tech Center,CrunchBase,Eventric,,1644 N. Honore,41.9174637-87.6664837,489,0.12,0.06,0.06
41.882806,-87.637306,Tech Center,CrunchBase,eWoFF Network,,20 N. Wacker Drive,41.882806-87.637306,97,0.02,0.06,0.17
41.8831959,-87.6517774,Tech Center,CrunchBase,eXelate,,954 W. Washington Blvd.,41.8831959-87.6517774,97,0.02,0.06,0.17
41.9556271,-87.6736978,Tech Center,CrunchBase,FastModel Sports,,4043 North Ravenswood Avenue,41.9556271-87.6736978,489,0.12,0.06,0.06
41.924899,-87.640442,Tech Center,CrunchBase,Fave Media,,"670 N. Clark St., Suite #2",41.924899-87.640442,489,0.12,0.06,0.06
41.889474,-87.628912,Tech Center,CrunchBase,FeedBurner,,20 W Kinzie,41.889474-87.628912,97,0.02,0.06,0.17
41.879535,-87.624333,Tech Center,CrunchBase,FeeFighters,,208 W Kinzie,41.879535-87.624333,379,0.07,0.15,0.29
37.775206,-122.419209,Tech Center,CrunchBase,FiGuide,,,37.775206-122.419209,#N/A,#N/A,#N/A,#N/A
41.879641,-87.6425816,Tech Center,CrunchBase,Firm58,,130 South Jefferson Street,41.879641-87.6425816,379,0.07,0.15,0.29
41.882449,-87.637269,Tech Center,CrunchBase,FirstDIBZ,,20 North Wacker Drive,41.882449-87.6372689999999,97,0.02,0.06,0.17
41.8781136,-87.6297982,Tech Center,CrunchBase,flikkety flik,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8781136,-87.6297982,Tech Center,CrunchBase,Flowers for Dreams,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.8859776,-87.6566872,Tech Center,CrunchBase,Foodini,,213 N Racine Ave,41.8859776-87.6566872,97,0.02,0.06,0.17
41.877493,-87.633192,Tech Center,CrunchBase,Freebo,,175 W. Jackson Blvd.,41.877493-87.633192,379,0.07,0.15,0.29
41.9028369,-87.6359125,Tech Center,CrunchBase,Freeosk Inc,,,41.9028369-87.6359125,489,0.12,0.06,0.06
41.8779201,-87.6495735,Tech Center,CrunchBase,FreshEssays,,900 W Jackson Blvd,41.8779201-87.6495735,379,0.07,0.15,0.29
41.881749,-87.631739,Tech Center,CrunchBase,Fundology,,123 W. Madison St.,41.881749-87.631739,97,0.02,0.06,0.17
41.940768,-87.655648,Tech Center,CrunchBase,FYIndOut,,3228 N Kenmore,41.940768-87.655648,489,0.12,0.06,0.06
41.903432,-87.681225,Tech Center,CrunchBase,Garage Door Chicago,,2136 West Division Street,41.903432-87.681225,489,0.12,0.06,0.06
41.972918,-87.651345,Tech Center,CrunchBase,Garage Doors Service Chicago,,4950 N Marine Dr,41.972918-87.6513449999999,329,0.19,0.03,0.15
41.8790291,-87.6385324,Tech Center,CrunchBase,GC Marshall,,"222 S. Riverside,",41.8790291-87.6385324,379,0.07,0.15,0.29
41.8883776,-87.6365131,Tech Center,CrunchBase,GeoPollster,,222 Merchandise Mart,41.8883776-87.6365130999999,97,0.02,0.06,0.17
41.8859776,-87.6566872,Tech Center,CrunchBase,GetAFive,,213 N Racine Ave,41.8859776-87.6566872,97,0.02,0.06,0.17
41.8854066,-87.6325515,Tech Center,CrunchBase,Global Capacity,,180 North LaSalle Street,41.8854066-87.6325515,97,0.02,0.06,0.17
41.8864688,-87.6322669,Tech Center,CrunchBase,Golden Reviews,,221 N. LaSalle St,41.8864688-87.6322669,97,0.02,0.06,0.17
41.8812179,-87.637522,Tech Center,CrunchBase,Good Technology,,30 South Wacker Drive,41.8812179-87.637522,97,0.02,0.06,0.17
41.889474,-87.628912,Tech Center,CrunchBase,Google,,20 West Kinzie St.,41.889474-87.628912,97,0.02,0.06,0.17
41.8790256,-87.638546,Tech Center,CrunchBase,GreatPoint Energy,,222 S. Riverside Plaza,41.8790256-87.6385459999999,379,0.07,0.15,0.29
27.9602552,-82.4396684,Tech Center,CrunchBase,Grid Design Firm,,4405 N Damen Ave,27.9602552-82.4396684,#N/A,#N/A,#N/A,#N/A
41.9013087,-87.6827676,Tech Center,CrunchBase,GroundSwell Search,,,41.9013087-87.6827675999999,489,0.12,0.06,0.06
41.8965162,-87.643622,Tech Center,CrunchBase,Groupon,,600 W. Chicago Ave,41.8965162-87.643622,489,0.12,0.06,0.06
41.907647,-87.649878,Tech Center,CrunchBase,GrubHub,,111 W. Washington St.,41.907647-87.649878,489,0.12,0.06,0.06
41.8908028,-87.6316617,Tech Center,CrunchBase,Having Things Done,,"114 W. Illinois,",41.8908028-87.6316617,97,0.02,0.06,0.17
41.879733,-87.63449,Tech Center,CrunchBase,Headstrong,,200 West Adams,41.879733-87.63449,97,0.02,0.06,0.17
41.8789814,-87.6367109,Tech Center,CrunchBase,Heidrick & Struggles International,,233 South Wacker Drive,41.8789814-87.6367109,379,0.07,0.15,0.29
41.8781136,-87.6297982,Tech Center,CrunchBase,HipCV,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.663359,-87.6259052,Tech Center,CrunchBase,Hiremac,,#127  Suite 134,41.663359-87.6259052,113,0.04,0.01,0.04
41.8781136,-87.6297982,Tech Center,CrunchBase,Holographic Audio Theater,,,41.8781136-87.6297982,379,0.07,0.15,0.29
41.877493,-87.633192,Tech Center,CrunchBase,HomeFinder,,175 W. Jackson Blvd.,41.877493-87.633192,379,0.07,0.15,0.29
41.919481,-87.673995,Tech Center,CrunchBase,homeValence,,N. Honore,41.919481-87.6739949999999,489,0.12,0.06,0.06
41.8831954,-87.638807,Tech Center,CrunchBase,Hostway,,100 North Riverside Plaza,41.8831954-87.638807,97,0.02,0.06,0.17
41.8771841,-87.634964,Tech Center,CrunchBase,I Dream of Falafel,,331 South Franklin Street,41.8771841-87.634964,379,0.07,0.15,0.29
41.477977,-87.635428,Tech Center,CrunchBase,I-verve Infoweb INC,,"3331, Commercial Avenue",41.477977-87.635428,113,0.04,0.01,0.04
