id,type,mc_account_id,approved,name,logo_image,hidden,email,address,address2,city,state_id,zip,created,updated,deleted_date,user_access_id,resource_name,suite,lat,lng,contact_name,contact_phone,website,youtube_video_url,html_description,short_desc,mc_account_listings_resources_ids,mc_account_listings_sectors_ids,additional_institutions,institution_name,state,online_only,region_facet,funding_facet,physical_space_facet,facilities_facet,nonprofit_facet,professional_services_facet,other_facet,sectors_facet,all_sectors,additional_info,template_file,css_file,meta_description,meta_title,meta_keywords
148,1,,No,"Nanoscale Integrated Fabrication, Testing, and Instrumentation (NIFTI)",filebin/chem_lifeprocesses.jpg,No,g-shekhawat@northwestern.edu,Silverman Hall East Tower,2170 Campus Drive,Evanston,13,60208,5/14/13 14:33,12/4/14 16:20,0000-00-00 00:00:00,26,"Nanoscale Integrated Fabrication, Testing, and Instrumentation (NIFTI)",Suite 1560 and 1539,42.0564526,-87.6738007,"Gajendra S Shekhawat, Ph.D.",847-491-3204,http://www.nuance.northwestern.edu/nifti/index.html,,"<p>NIFTI was created to drive interdisciplinary research bridging the gap between hard nanostructures, soft materials, biological sciences, quantitative mechanical and electrical analysis and nanopatterning. NIFTI provides a wide range of imaging instrumentation and support facilities for atomic to molecular imaging. It supports a broad range of nanoscale science and technology characterization needs at nanoscale by providing state-of-the-art resources coupled with expert staff. Research at NIFTI encompasses physical and chemical sciences, engineering and life sciences, and has a strong inter-disciplinary emphasis. Every week, several new users coming from NU campuses, academia, industry, and government laboratories learn to use tools available in the center to carry out their research projects.</p>",,,,,Northwestern University,IL,No,,,,"Research Center/Facilities,Research Equipment,Testing Services",,,Educational & Training Programs,"Biotech and Life Sciences,Nanotechnology",,,template.php,default.css,,,NU
149,1,,No,Electron Probe Instrumentation Center (EPIC),filebin/nuance_nu.png,No,,"2145 Sheridan Road, TECH K111",,Evanston,13,60208,5/14/13 14:33,12/4/14 10:59,0000-00-00 00:00:00,26,Electron Probe Instrumentation Center (EPIC),,42.057841,-87.676976,,,http://www.nuance.northwestern.edu/epic/index.html,,"<p>EPIC is part of the Materials Research Science and Engineering Center (MRSEC) at Northwestern University, housing one of the most complete arsenals of routine and state-of-the-art electron microscopes in the world. EPIC houses the following instruments for scanning electron microscopy (SEM), transmission electron microscopy (TEM) including scanning transmission electron microscopy (STEM), focused-ion beam (FIB) and specimen preparation facility (SPF). EPIC jointly collaborates with the Quantitative Bioelemental Imaging Center core facility as well.</p>",,,,,Northwestern University,IL,No,,,,"Research Center/Facilities,Research Equipment",,,Educational & Training Programs,"Biotech and Life Sciences,Nanotechnology",,,template.php,default.css,,,"MRSEC, NU"
150,1,,No,Keck Interdiscplinary Surface Science Center,,No,xchen@northwestern.edu,2220 Campus Drive,"Office: 1161, Cook Hall",Evanston,13,60208,5/14/13 14:33,7/9/13 11:34,0000-00-00 00:00:00,26,Keck Interdiscplinary Surface Science Center,,42.0577785,-87.6733929,"Xinqi Chen, Ph.D.",847-491-5505,http://www.nuance.northwestern.edu/KeckII/index.html,,"<p>The Keck-II Center was established in late 2001 through the support of W. M. Keck Foundation. Keck-II also has received some support from Northwestern's Institute for Nanotechnology's NSF-sponsored Nanoscale Science &amp; Engineering Center (NSEC) as well as from the State of IL and Northwestern University. Keck-II facilitates research, collaboration, education and outreach in all science from soft biological matter to hard physical matter, specializing in surface analysis and nano-scale characterization. Keck-II hosts Time-of-Flight Secondary Ion Mass Spectrometry (ToF-SIMS), X-ray Photoelectron Spectroscopy (XPS/ESCA), Fourier Transform Infrared Spectroscopy (FT-IR), Confocal Raman System, high resolution stylus profilometer, Spectroscopic Ellipsometer, and IR microscope. Keck-II is open to all the faculty and students at Northwestern University as well as the researchers at the nearby academic institutions and related industrial companies. The Keck-II Center operates and functions like its sister facilities (NIFTI and EPIC)-based on the core philosophy of open-access, hand-on training, collaboration and assistance from our able staff. Training is offered on a periodic basis, both as &ldquo;crash courses&rdquo; or part of hands-on structured courses, as well as individual ad-hoc training as need arises.</p>",,,,,Northwestern University,IL,No,,,,"Research Center/Facilities,Research Equipment,Testing Services",,,Educational & Training Programs,"Biotech and Life Sciences,Nanotechnology",,,template.php,default.css,,,"NU, NSEC"
151,1,,No,Micro/Nano Fabrication Facility (NUFAB),filebin/nufab.png,No,n-basit@northwestern.edu,EG20-NG32 Technological Institute ,2145 Sheridan Road,Evanston,13,60208,5/14/13 14:33,12/4/14 16:08,0000-00-00 00:00:00,26,Micro/Nano Fabrication Facility (NUFAB),,42.057841,-87.676976,"Nasir Basit, Ph.D.",847-467-6201,http://nufab.northwestern.edu/,,"<p>NUFAB is an advanced micro/nano fabrication research facility at Northwestern University. It provides resources for research in MEMs/NEMs, nano-bio, nano/microelectronics, and other related and interdisciplinary areas to Northwestern University community and outside researchers. NUFAB currently resides in EG20-NG32 Technological Institute and has all new research equipment. Please check the equipment list at http://nufab.northwestern.edu/equipment. In July 2013, it will relocate to a new clean room facility. Many more new research tools will be added at that time.</p>",,,,,Northwestern University,IL,No,,,,"Research Center/Facilities,Research Equipment,Testing Services",,,,"Biotech and Life Sciences,Nanotechnology",,,template.php,default.css,,,NU
152,1,,No,Institute for BioNanotechnology in Medicine,,No,,303 E. Superior,,Chicago,13,60611-2875,5/14/13 14:33,7/9/13 11:30,0000-00-00 00:00:00,26,Institute for BioNanotechnology in Medicine,Suite 11-131,41.8956469,-87.6201074,,312-503-0807,http://www.ibnam.northwestern.edu/,,"<p>The Institute for BioNanotechnology's (IBNAM) mission is to combine the expertise of faculty members from Northwestern's Feinberg School of Medicine, McCormick School of Engineering and Applied Sciences, and Weinberg College of Arts and Sciences in a collaborative environment and to foster cross-disciplinary research initiatives that cannot take place in isolation. IBNAM especially aims to promote translational bionanotechology research that has the potential to revolutionize regenerative medicine and produce targeted therapeutics. The institute performs research in fields that can have profound impacts on regenerative medicine and targeted therapeutics, such as self-assembly, tissue engineering, genomics, smart drug delivery, and developing new bionanotechnologies. IBNAM faculty members work on developing tools for detecting and treating cancer, reversing paralysis due to spinal cord injury, regenerating vital organs, repairing the vascular system, and developing targeted therapeutics for dreaded diseases such as Alzheimer's, atherosclerosis, diabetes, and Parkinson's.</p>",,,,,Northwestern University,IL,No,,Grants,Incubator,"Research Center/Facilities,Research Equipment,Testing Services",,,,"Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology",,,template.php,default.css,whatintheworld,,"NU, IBNAM"
153,1,,No,Center for Molecular Innovation and Drug Discovery,filebin/CMIDD_logo400b.jpg,No,drugdiscovery@northwestern.edu,2170 Campus Dr.,,Evanston,13,60208-2850,5/14/13 14:33,12/4/14 9:20,0000-00-00 00:00:00,26,Center for Molecular Innovation and Drug Discovery,,42.0562294,-87.6734659,,847-467-2629,http://www.cmidd.northwestern.edu/,,<p>The Center for Molecular Innovation and Drug Discovery provides a collaborative research platform that brings together biologists and synthetic and medicinal chemists and enables the translation of basic scientific discoveries into potential new therapeutics.</p>,,,,,Northwestern University,IL,No,,,,"Research Center/Facilities,Research Equipment,Testing Services",,,Tech Transfer,Biotech and Life Sciences,,,template.php,default.css,,,NU
154,1,,No,Chemistry of Life Processes Institute,filebin/chem_lifeprocesses.jpg,No,,2170 Campus Dr.,,Evanston,13,60208-2850,5/14/13 14:33,12/4/14 9:34,0000-00-00 00:00:00,26,Chemistry of Life Processes Institute,,42.0562294,-87.6734659,,,http://www.clp.northwestern.edu/,,"<p>Breaking from traditional single-discipline methodology by fostering collaboration among a broad spectrum of scientists, the Chemistry of Life Processes Institute (CLP) transcends conventional intellectual and physical boundaries to generate new horizons of discovery. An &ldquo;institute without walls,&rdquo; the CLP provides the infrastructure necessary to help articulate and explore emerging research questions across the disciplines of physics, chemistry, biology, engineering, medicine, and computational science. The Institute&rsquo;s role in promoting scientific discovery is shaped by the fundamental recognition that established institutional boundaries must be transcended to produce transformative scientific advances. Proceeding from the premise that interdisciplinary approaches to science can generate these advances in ways that traditional, single-discipline methodology cannot, CLP fosters collaborative research at the interface of the chemical, physical, engineering, and life sciences. In providing the organizational philosophy, administrative structure, and physical environment necessary to sustain these cross-disciplinary collaborations, the Institute reduces barriers that typically impede major scientific discoveries. And by uniting scholars from disparate disciplines to investigate emerging research questions that require the formulation of new paradigms and the application of novel methods, CLP also creates the conditions necessary for a new wave of scientific innovation on the Northwestern campus. CLP&rsquo;s catalytic role in the discovery process will be complemented by a parallel endeavor to maximize the beneficial impact of its findings through translational research. The centerpiece of this effort will be the implementation of an Integrated Program for Molecular Therapeutics, which will provide a pipeline linking drug discovery to pre-clinical testing by capitalizing on the Institute&rsquo;s established clinical partnerships and key strengths in high throughput screening, imaging, and proteomics. Accelerating the translation of scientific discoveries from the laboratory bench to the patient bedside, this entrepreneurially-oriented program will help the Institute transcend yet another entrenched barrier&mdash;the divide separating dynamic academic research from the marketplace, and by extension, from populations who will benefit from creative solutions to existing limitations in medical treatment. The Chemistry of Life Processes Institute establishes relationships with corporations and foundations to secure funding for projects of mutual interest.</p>",,,,,Northwestern University,IL,No,,,,Research Center/Facilities,,,"Educational & Training Programs, Tech Transfer","IT/Digital/Web-Mobile, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology",,,template.php,default.css,,,"NU, CLP"
155,1,,No,Polsky Center for Entrepreneurship and Innovation,filebin/Polsky_1.png,No,tracey.elder@ChicagoBooth.edu,Polsky Center for Entrepreneurship at The U of C Booth School of Business,5807 S. Woodlawn Avenue,Chicago,13,60637,5/14/13 14:33,12/4/14 16:58,0000-00-00 00:00:00,26,Polsky Center for Entrepreneurship and Innovation,Suite 207,41.7893998,-87.5963929,Tracey Elder,773-834-1134,www.chicagobooth.edu/entrepreneurship,,"<p>The Polsky Center for Entrepreneurship and Innovation at the University of Chicago advances the knowledge and practice of entrepreneurship and innovation. The center is the hub of entrepreneurship, private equity, and venture capital activity for the university. It supports entrepreneurial learning and collaboration through its cutting-edge curriculum, innovative hands-on learning experiences, leading faculty research, conferences, mentorship, and community and global outreach programs. The Polsky Center works closely with students, alumni, and others from the UChicago network and across the city/state/country, providing educational opportunities (which focus on topics ranging from marketing to business development). While there are no fees to use the Polsky Center, many of our programs are available to students who must pay tuition, and many of our conferences require registration fees. The Center is open to the public, however, we primarily serve current students and alumni of the University of Chicago. Our website and calendar outline which programs and resources are limited and open to the public.</p>",,,,,University of Chicago Booth School of Business,IL,No,"Statewide, Northeast Illinois-Chicagoland Region, Nationwide","Venture Capital, Angel Investment, Private Equity","Co-Working Space, Incubator, Accelerator",,"Mentorship, Networking Opportunities",Business Development/Financial Planning,"Public Events, Educational & Training Programs, Competitions","Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,UC
158,1,,No,Exploring Entrepreneurship Conference Series,filebin/Polsky_1.png,No,,Polsky Center for Entrepreneurship at The U of C Booth School of Business,5807 South Woodlawn Avenue,Chicago,13,60637,5/14/13 14:33,12/4/14 11:39,0000-00-00 00:00:00,26,Exploring Entrepreneurship Conference Series,,41.7893998,-87.5963929,,773-834-4525,http://www.chicagobooth.edu/entrepreneurship/conferences/other.aspx,,"<p>As part of the Donald W. Hamer, '58, Small Business Initiative, the Polsky Center launched the Exploring Entrepreneurship Series in 2006 to examine specific industries that are key to the economic growth of the region. Through this program, students, faculty, alumni, and members of the regional business community are brought together to study both the challenges and opportunities facing an industry's ability to grow and maintain leadership. The series has focused on the education industry (2010), the food industry (2009), and the futures trading industry (2006).</p>",,,,,University of Chicago Booth School of Business,IL,No,,,,,,,Public Events,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,UC
159,1,,No,New Venture Challenge,filebin/Polsky_1.png,No,,Polsky Center for Entrepreneurship at The U of C Booth School of Business,5807 South Woodlawn Avenue,Chicago,13,60637,5/14/13 14:33,12/4/14 16:26,0000-00-00 00:00:00,26,New Venture Challenge,,41.7893998,-87.5963929,,,http://research.chicagobooth.edu/nvc/,,"<p>The New Venture Challenge is the premier start-up program at the University of Chicago Booth School of Business, helping students turn entrepreneurial ideas into viable businesses.</p>",,,,,University of Chicago Booth School of Business,IL,No,,,Accelerator,,,,Competitions,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"NVC, UC"
160,1,,No,National Center for Supercomputing Applications,filebin/ncsa.gif,No,mgiles@ncsa.illinois.edu,1205 W. Clark St.,,Urbana,13,61801,5/14/13 14:33,12/4/14 16:24,0000-00-00 00:00:00,26,National Center for Supercomputing Applications,Room 1008,40.1149215,-88.2248604,Merle Giles,217-244-4629,http://www.ncsa.illinois.edu/,,"<p>The National Center for Supercomputing Applications (NCSA), located at the University of Illinois at Urbana-Champaign, provides powerful computers and expert support that help thousands of scientists and engineers across the country improve our world. With the computing power available at NCSA, researchers simulate how galaxies collide and merge, how proteins fold and how molecules move through the wall of a cell, how tornadoes and hurricanes form, and other complex natural and engineered phenomena. NCSA&mdash;established in 1986 as one of the original sites of the National Science Foundation's Supercomputer Centers Program&mdash;is supported by the state of Illinois, the University of Illinois, the National Science Foundation, and grants from other federal agencies. For 25 years, NCSA has been a leader in deploying robust high-performance computing resources and in working with research communities to develop new computing and software technologies. Building on this history of leadership, NCSA and its partners are at work on the Blue Waters project, which will provide the national research community with a sustained-petaflop supercomputer. NCSA also leads the National Science Foundation's Extreme Science and Engineering Discovery Environment, a five-year, $121 million project to deliver advanced computing, data, networking, and collaboration tools and support to the nation's researchers.</p>",,,,,University of Illinois at Urbana‰ÛÒChampaign,IL,No,Nationwide,,,"Research Center/Facilities,Research Equipment",,,Educational & Training Programs,"IT/Digital/Web-Mobile, Biotech and Life Sciences, Nanotechnology, Telecommunications",,,template.php,default.css,,,"UI, UIUC, NCSA"
161,1,,No,Beckman Institute for Advanced Science and Technology,filebin/Beckman.jpg,No,,405 North Mathews Avenue,,Urbana,13,61801,5/14/13 14:33,12/3/14 16:43,0000-00-00 00:00:00,26,Beckman Institute for Advanced Science and Technology,,,,,217-244-1176,http://beckman.illinois.edu,,"<p>The Beckman Institute at Illinois is a world-class interdisciplinary facility devoted to ground-breaking research in the physical sciences, computation, engineering, biology, behavior, cognition, and neuroscience. The Institute's primary mission is to foster interdisciplinary work of the highest quality, transcending many of the limitations inherent in traditional university organizations and structures. The Institute was founded on the premise that reducing the barriers between traditional scientific and technological disciplines can yield research advances that more conventional approaches cannot.</p>",,,,,University of Illinois at Urbana‰ÛÒChampaign,IL,No,,,,Research Center/Facilities,,,,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"UI, UIUC"
162,1,,No,Illinois Simulator Laboratory,,No,hank@isl.uiuc.edu,2100 South Goodwin Avenue,,Urbana,13,61801,5/14/13 14:33,7/9/13 11:26,0000-00-00 00:00:00,26,Illinois Simulator Laboratory,,40.090471,-88.223691,Hank Kaczmarski,217-244-5412,http://www.isl.beckman.illinois.edu/,,"<p>Virtual Reality simulators, including but not limited to a full-car driving simulator, flight simulator, motion capture suite, and immersive visualization CAVE. Research is accepted through the normal funding mechanisms of the Beckman Institute at the University of Illinois at Urbana-Champaign.</p>",,,,UIUC Beckman Institute,University of Illinois at Urbana‰ÛÒChampaign,IL,No,Nationwide,,,"Research Center/Facilities, Research Equipment, Testing Services",Industry Assocation,Computer Services,Educational & Training Programs,"IT/Digital/Web-Mobile, Healthcare and Medical Devices",,,template.php,default.css,,,"UI, UIUC"
163,1,,No,Biomedical Imaging Center,filebin/Beckman.jpg,No,traceyws@illinois.edu,405 N. Mathews Ave,,Urbana,13,61801,5/14/13 14:33,12/3/14 16:26,0000-00-00 00:00:00,26,Biomedical Imaging Center,,40.1156835,-88.2267598,Tracey Wszalek,217-333-3149,http://bic.beckman.illinois.edu,,"<p>BIC is home to a wide variety of research programs, providing facilities, equipment, and training for research on nuclear magnetic resonance imaging and spectroscopy. The Center's goal is to conduct research and develop MRI technology that addresses questions ranging from the single cell to the complex inter-dependent systems underlying cognitive function. BIC is committed to the development of cutting edge techniques which integrate magnetic resonance methods with other imaging techniques, including optical imaging, eye-tracking, EEG and MEG. Four imaging modalities are supported: magnetic resonance imaging, ultrasound imaging, micro PET/SPECT/CT imaging, and diffuse optical imaging. For more details on the equipment, see http://bic.beckman.illinois.edu/resources.html. There are hourly fees associated with each imaging modality. The resource is available to organizations outside of UIUC through the use of a University Technical Testing Agreement or through collaborative grants from Federal, State, or private foundation funding sources.</p>",,,,UIUC Beckman Institute,University of Illinois at Urbana‰ÛÒChampaign,IL,No,"Statewide, Central Illinois, Midwest Region, Nationwide",,,Research Center/Facilities,,,,"Biotech and Life Sciences, Healthcare and Medical Devices",,,template.php,default.css,,,"UI, UIUC, BIC"
164,1,,No,ITG Visualization Laboratory,,No,travisr@illinois.edu,405 N. Mathews Ave,,Urbana,13,61801,5/14/13 14:33,7/24/13 12:58,0000-00-00 00:00:00,26,ITG Visualization Laboratory,,40.1156835,-88.2267598,Travis Ross,217-244-9033,https://itg.beckman.illinois.edu/visualization_laboratory/,,"<p>The Visualization Laboratory (Vis Lab) is a high-end graphics computer-based facility designed to support the computational needs of ITG&rsquo;s users. Resources include instrumentation for data capture, including 2D (high-resolution, optically accurate scanners for film, histology slides, and other materials; digital still SLR and quasi-SLR cameras; HD/SD digital and analog professional video cameras for capturing time-variant data) and 3D (contact- and optics-based 3D scanners for capturing the surface shape and texture of physical objects). The video production facilities include HD-capable editing systems, providing scientists with the ability to acquire, process, record, and create both digital video and audio. High-end workstations (Intel or AMD multi-core/64-bit with 12GB+ RAM, ultra-fast 3D graphics, striped RAID local online storage, etc.) running Windows 7 Enterprise, Mac OS, and Linux support a wealth of software resources for 2D quantitative image analysis, volumetric data analysis, molecular simulation, data visualization, 3D modeling/animation, and scientific computing. The Vis Lab is supported by a full-time manager to train and work with users in the facility. The Vis Lab and all equipment resources are accessible 24 hours a day, every day of the year. A specialized team of graphic artists and photographers are also available to create images, animations, and videos for publications and research presentations. Visualization resources include powerful computer workstations with the latest high-end 3D software packages to support imaging research. These computer workstations provide a next-step for researchers conducting analysis, image processing, and 3D/4D reconstruction of their image data. Software applications that might otherwise be cost-prohibitive for a single investigator&rsquo;s lab are maintained in this centralized facility. Current imaging software in the Vis Lab includes Visage Imaging Amira, Bitplane Imaris, COMSOL Multiphysics, Image-Pro Plus, Maya, ZBrush, Rhino, RealFlow, Geomagic, Adobe Creative Suite Master Collection, many open-source imaging applications, and a variety of other useful imaging packages. In addition to computer hardware and imaging software, imaging modalities and support equipment in the Vis Lab include macro-photography (Canon 1Ds Mark III DSLR camera, 5D Mark II &amp; III, TMC vibration isolation table, complete suite of Canon SLR lenses, and professional lighting equipment), high-definition video is possible with the 5D cameras, high definition 3D laser surface scanning (Steinbichler L3D for ultra-resolution, 3D3 Systems for mid-resolution, and NextEngine HD 3D Desktop Scanner for low resolution parts), 2D scanning (Nikon LS-9000 slide/film scanner, Epson 10000RXL 11""x17"" flatbed scanner, Epson Perfection V700 professional photo flatbed scanner) multimedia production (video and animation studio equipment).</p>",,,,UIUC Beckman Institute,University of Illinois at Urbana‰ÛÒChampaign,IL,No,Nationwide,"Venture Capital, Angel Investment, Grants, Private Equity",Co-Working Space,"Research Center/Facilities, Research Equipment, Testing Services","Industry Assocation, Mentorship, Networking Opportunities",,,"IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, 3D Design and Analysis",,,template.php,default.css,,,"Vis Lab, UI, UIUC"
165,1,,No,Imaging Technology Group (ITG) Microscopy Suite,,No,sjrobin@illinois.edu,405 N Mathews Avenue,,Urbana,13,61801,5/14/13 14:33,7/9/13 11:28,0000-00-00 00:00:00,26,Imaging Technology Group (ITG) Microscopy Suite,,40.1156835,-88.2267598,Scott Robinson,217-265-5071,http://itg.beckman.illinois.edu/microscopy_suite/,,"<p>The Microscopy Suite provides researchers with four basic modes of imaging, with attendant spectroscopies, the requisite sample preparation equipment, and other capabilities and research aids, as well as a cell-and-tissue-culture facility: light microscopy, scanned probe microscopy, electron microscopy, and X-ray computed tomography. The Wet Lab includes a dual-metal evaporator, two sputter coaters, a glow-discharge unit, and a critical point dryer. Also available in the Microscopy Suite are two lightscattering particle sizers (one with zeta potential), covering the range from 1 nm to 20 micrometers; a carbon evaporator; a plasma asher; a spin coater; and an ultramicrotome, as well as many other smaller items. Fees are listed on the web page: <a href=""http://itg.beckman.illinois.edu/microscopy_suite/fees/"" target=""_blank"">http://itg.beckman.illinois.edu/microscopy_suite/fees/</a>. The facility is available to researchers in the University of Illinois system, researchers from outside of the University of Illinois system, and researchers with US Military or Industry affiliations. For anyone outside of the University of Illinois system, agreements (facility user agreement or technical testing agreement, generally) are required.</p>",,,,UIUC Beckman Institute,University of Illinois at Urbana‰ÛÒChampaign,IL,No,"Statewide, Northeast Illinois-Chicagoland Region, Northwest Illinois, Southeast Illinois, Southwest Illinois, Central Illinois, Midwest Region, Nationwide",,,"Research Center/Facilities, Research Equipment",,,,MultiDisciplinary Facility,,"The Microscopy Suite provides researchers with four basic modes of imaging, with attendant spectroscopies, the requisite sample preparation equipment, and other capabilities and research aids, as well as a cell-and-tissue-culture facility. 1) Light microscopy includes a Zeiss inverted fluorescence microscope with a version of SIM (structured illumination microscopy) that can perform tiling in x, y, and z, plus a high-quantum-efficiency EMCCD camera for  imaging weak fluorescence; a stereology workstation based on a Zeiss standard-body microscope, with fluorescence capability, transmitted and reflected light capability, and high-precision x,y,z control that meshes with the MBF Biosciences StereoInvestigator and Neurolucida software; two Leica SP2 confocal microscopes with (between them) laser lines at 458, 476, 488, 514, 543, and 633 nm, plus UV (350 nm); a sophisticated Zeiss SteREO zoom dissecting microscope with a high-speed video camera and a high-resolution color camera, among others; a Zeiss inverted microscope with UV/Vis, Near IR, and Raman spectroscopy capability, with an x,y,z stage that enables line scans; a Horiba LabRAM HR confocal Raman imaging system with 532-, 633-, 785-, and 830-nm lasers plus transmitted light capability, strain/tensile-testing capabilities, and heavy-duty and hot/cold stages, among other options; plus a Nikon confocal microscope with two-photon/multiphoton/single-photon capability set up with TIRF, FLIM, and FCS. 2) Scanned probe microscopy includes a Bruker 5k x 5k AFM with ten wide-bandwidth channels, a separate Bioscope setup for imaging cells in Petri dishes, a NanoFactory STM-in-a-TEM holder for the TEM, and an NSOM system with fiber/micropipette puller and dedicated aluminum evaporator. 3) Electron microscopy includes a Philips/FEI CM200 TEM with double-tilt holder, standard holder, the STM-in-a-TEM holder, a high-tilt holder that permits 70- to 80-degree tilt capability for which the TEM was custom-ordered, a strain holder, and a bulk/STM/AFM tip holder, with a 2k x 2k digital camera, as well as a Philiips/FEI XL30 ESEM-FEG environmental scanning electron microscope with EDS, hot stages, Peltier stage, and a number of other options. 4) X-ray computed tomography includes a Skyscan MicroCT with a strain/tensile stage and 5-micrometer resolution, an Xradia MicroCT with 700-nm resolution, an Xradia Bio MicroCT with 700-nm resolution and the ability to (e.g.) image fuel cells while they are running, and an Xradia NanoCT system with 50-nm resolution. The Wet Lab includes a dual-metal evaporator, two sputter coaters, a glow-discharge unit, and a critical point dryer. Also available in the Microscopy Suite are two lightscattering particle sizers (one with zeta potential), covering the range from 1 nm to 20 micrometers; a carbon evaporator; a plasma asher; a spin coater; and an ultramicrotome, as well as many other smaller items.
",template.php,default.css,,,"UI, UIUC"
166,1,,No,Academy for Entrepreneurial Leadership,filebin/uofi_business.jpg,No,,"270 Wohlers Hall, MC-706",1206 South Sixth Street,Champaign,13,61820,5/14/13 14:33,12/3/14 15:39,0000-00-00 00:00:00,26,Academy for Entrepreneurial Leadership,,40.1035102,-88.2300656,,217-244-9425,http://business.illinois.edu/ael/atillinois/index.html,,"<p>The Academy for Entrepreneurial Leadership at the University of Illinois offers entrepreneurship programs, services and resources to faculty, students and community members. The Academy&rsquo;s mission is to encourage entrepreneurial awareness and initiatives across all disciplines at the University. Drawing on the strengths of all fields across the Illinois campus, AEL helps to initiate, build and connect an understanding, appreciation and inclusion of entrepreneurship.</p>",,,,,University of Illinois at Urbana‰ÛÒChampaign,IL,No,,,,,,,"Public Events,Educational & Training Programs,Competitions","Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"UI, UIUC, AEL"
167,1,,No,Technology Entrepreneur Center,filebin/tec_UofI.jpg,No,,351 Coordinated Science Lab,1308 W Main Street,Urbana,13,61801,5/14/13 14:33,12/5/14 11:10,0000-00-00 00:00:00,26,Technology Entrepreneur Center,,40.1147663,-88.2267379,,217-265-5456,http://tec.illinois.edu/,,"<p>Created in 2000 to highlight the University&rsquo;s rich history and culture of innovation, TEC continues to inspire its students to become the next generation of world-changing visionaries, leaders and entrepreneurs. This is accomplished through its courses, venture and product competitions, workshops and other curricular and extra-curricular events that expose students to the complex concepts inherent in the simultaneous processes of technology innovation and market adoption. TEC offers on-site and online certificate programs for education and professional development and hosts outreach activities for students and alumni. TEC also administers the annual V. Dale Cozad New Venture Competition and the $30,000 Lemelson-Illinois Student Prize for innovation, among several other programs.</p>",,,,,University of Illinois at Urbana‰ÛÒChampaign,IL,No,,,,,,,"Educational & Training Programs,Competitions","Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"UI, UIUC, TEC"
168,1,,No,Cozad New Venture Competition,filebin/cozad.png,No,,351 Coordinated Science Lab,1308 W Main Street,Urbana,13,61801,5/14/13 14:33,12/4/14 10:29,0000-00-00 00:00:00,26,Cozad New Venture Competition,,40.1147663,-88.2267379,,217-244-3124,http://tec.illinois.edu/cozad,,"<p>The Cozad New Venture Competition (CNVC) is designed to encourage students, researchers, and community members to create new sustainable businesses. Teams are invited to create a venture around a topic of their choice. The competition process offers teams assistance in the form of: mentors to help guide them through the phases of venture creation, workshops to help with idea validation, pitching skills, customer development, and more as well as and courses to enhance their skills and knowledge. Teams who make it to the final rounds of competition will have the opportunity to meet with venture capitalists, early stage investors and successful entrepreneurs who will serve as judges for the finals round. The judges will determine up to 10 finalist teams that will present their ventures at the finals event. These teams will compete for an estimated $50,000 in cash, plus valuable in-kind prizes.</p>",,,,,University of Illinois at Urbana‰ÛÒChampaign,IL,No,,Venture Capital,,,,,Competitions,"Clean Tech/Alternative Energy, Food/Agriculture, IT/Digital/Web-Mobile, Manufacturing, Biotech and Life Sciences, Healthcare and Medical Devices, Nanotechnology, Transportation/Logistics, Social/Impact Venture, Telecommunications",X,,template.php,default.css,,,"UI, UIUC, CNVC"
